Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Broker,2022,Hirokazu Kore-eda,"['Comedy', 'Drama', 'Crime']",3.5,3.78,129,['South Korea'],Korean,['Korean'],84120,26834,24621,"['Song Kang-ho', 'Gang Dong-won', 'Bae Doona', 'IU', 'Lee Joo-young', 'Im Seung-soo', 'Park Ji-yong', 'Song Sae-byuk', 'Kim Sun-young', 'Lee Mu-saeng', 'Lee Dong-hwi', 'Kim Sae-byuk', 'Baek Hyun-jin', 'Oh Hee-jun', 'Ryu Kyung-soo', 'Jong Ho', 'Seong Yu-bin', 'Park Kang-seop', 'Kim Keum-soon', 'Kang Gil-woo', 'Kim Yae-eun', 'Park Hae-jun', 'Jung Ji-woo', 'Ryu Ji-an', 'Yun Seul', 'Jeong Jong-yeol', 'Choi Hee-jin', 'Lee Do-goon', 'Kim Do-yeon', 'Choi Hyo-sang', 'Lee Ga-kyung', 'Yang Gwon-seok', 'Lee Doo-seok', 'Jung Hyuk', 'Na Gyeong-cheol', 'Jung Ah-young', 'Lee Ye-seo', 'Choi Yoon-woo', 'Kim Joo-Eun']","['Zip Cinema', 'CJ Entertainment']",https://letterboxd.com//film/broker-2022/
Elvis,2022,Baz Luhrmann,"['Drama', 'Music']",3,3.36,159,"['Australia', 'USA']",English,['English'],762185,138141,187076,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh', 'Kelvin Harrison Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery', 'Leon Ford', 'Gary Clark Jr.', 'Yola', 'Natasha Bassett', 'Xavier Samuel', 'Adam Dunn', 'Alton Mason', 'Shonka Dukureh', 'David Gannon', 'Shannon Sanders', 'Charles Grounds', 'Josh McConville', 'Kate Mulvany', 'Gareth Davies', 'Chaydon Jay', 'Christian Kisando', 'John Mukristayo', 'Miles Burton', 'Gad Banza', 'Aristene Kisando', 'Senayt Mebrahtu', 'Mariama Princess Andrews', 'Sharon Brooks', 'Nicholas Bell', 'Anthony Phelan', 'Sandro Colarelli', 'Cle Morgan', 'Charles Allen', 'Natalie Bassingthwaighte', 'Liz Blackett', 'Mike Bingaman', 'Christian McCarty', 'Tony Nixon', 'Andrea Moor', 'Mark Leonard Winter', 'Hugh Parker', 'Thomas Larkin', 'Hilton Hyppolite Denis', 'Christopher Sommers', 'Brad Leaver', 'Simon Mallory', 'Terepai Richmond', 'Alex Knight', 'Jordan A. Holland', 'Lenesha Randolph', 'Elizabeth Cullen', 'Angie Milliken', 'Luke Corrin Care', 'Jack McGirr', 'Miranda Frangou', 'Lakota Johnson', 'Ruby Gonzales-Judd', 'Greg Powell', 'Patrick Shearer', 'Sarah Ogden', 'Iain Gardiner', 'Melina Vidler', 'Traneshia Chiles', 'Lauren McClinton', 'Gary Hale', 'Kellee Halford', 'Angela Hill', 'Jamiah Hudson', 'Norris Jones', 'Stephen R. Ladson', 'Alfreda McCrary', 'Angela McCrary', 'Beverly Ann McCrary', ""Keb' Mo'"", 'Tamica Nicole', 'Marqo Patton', 'Robert Randolph', 'Calvin Settles II', 'Calvin V. Settles Sr.', 'Ira Wayne Settles Sr.', 'Odessa L. Settles', 'Sara Settles', 'Shirley M. Settles', 'Jacqueline Smith-Jefferson', 'Torshia Suggs', 'Cameron Keith Walls', 'Andrea Baker', 'Libe Barer', 'Doug Burch', 'Cathy Cavadini']","['Warner Bros. Pictures', 'Bazmark', 'The Jackal Group']",https://letterboxd.com//film/elvis-2022/
Godland,2022,Hlynur Pálmason,['Drama'],3,3.82,143,"['Denmark', 'France', 'Iceland', 'Sweden']",Danish,"['Danish', 'Icelandic']",22914,9631,6705,"['Elliott Crosset Hove', 'Vic Carmen Sonne', 'Ingvar E. Sigurðsson', 'Jacob Ulrik Lohmann', 'Ída Mekkín Hlynsdóttir', 'Waage Sandø', 'Hilmar Guðjónsson', 'Friðrik Friðriksson', 'Gunnar Bragi Þorsteinsson', 'Guðmundur Samúelsson', 'Snæbjörg Guðmundsdóttir', 'Birta Maria Gunnarsdottir', 'Ingimundur Grétarsson', 'Friðrik Hrafn Reynisson', 'Ísar Svan Gautason']","['Maneki Films', 'Snowglobe', 'Join Motion Pictures', 'Film i Väst', 'Garagefilm International']",https://letterboxd.com//film/godland/
Burning Days,2022,Emin Alper,"['Mystery', 'Drama', 'Thriller', 'Crime']",4.5,3.89,131,"['Croatia', 'France', 'Germany', 'Greece', 'Netherlands', 'Turkey']",Turkish,['Turkish'],37978,5928,11185,"['Selahattin Paşalı', 'Ekin Koç', 'Selin Yeninci', 'Erol Babaoğlu', 'Erdem Şenocak', 'Sinan Demirer', 'Nizam Namidar', 'Ali Seçkiner Alıcı', 'Eylül Ersöz', 'Onur Gürçay', 'Mehmet Kervancı', 'Hatice Aslan', 'İsmail Bahadır Peker', 'Enver Hüsrevoğlu', 'Emin Alper']","['Liman Film', 'Circe Films', 'Horsefly Productions', '4Film', 'Gloria Films', 'Ay Yapım', 'Zola Yapım', 'The Match Factory']",https://letterboxd.com//film/burning-days/
Decision to Leave,2022,Park Chan-wook,"['Mystery', 'Romance', 'Thriller']",3,3.97,138,['South Korea'],Korean,"['Korean', 'English', 'Chinese']",285330,94138,92979,"['Tang Wei', 'Park Hae-il', 'Lee Jung-hyun', 'Go Kyung-pyo', 'Park Yong-woo', 'Kim Shin-young', 'Yoo Seung-mok', 'Jung Yi-seo', 'Jung Young-sook', 'Lee Hak-ju', 'Park Jeong-min', 'Jeong Ha-dam', 'Seo Hyun-woo', 'Teo Yoo', 'Jeong So-ri', 'Shin An-jin', 'Kim Do-yeon', 'Go Min-si', 'Cha Seo-won', 'Joo In-young', 'Choi Sun-ja', 'Ahn Jin-sang', 'Jin Yong-uk', 'Choi Dae-hoon', 'Kim Mi-hwa', 'Kwak Eun-jin', 'Ahn Seong-bong', 'Lee Yong-nyeo', 'Hwang Jae-won', 'Shon Gwan-ho', 'Jung Hyuk', 'Yoon Sung-won', 'Kim Sung-gon', 'Moon Soon-ju', 'Kim Gwi-rye', 'Han Hyeon-jik', 'Kim Do-dam', 'Han Seo-wool', 'Moon Jung-dae', 'Yoo In-hye', 'Kwon Hyuk', 'Lee Ji-ha', 'Jun Sung-ae', 'Kim Gook-jin', 'Kim Sang-hyun', 'Cha Sang-do', 'Kang Gyeong-su']","['Moho Film', 'CJ Entertainment']",https://letterboxd.com//film/decision-to-leave/
Holy Spider,2022,Ali Abbasi,"['Thriller', 'Crime', 'Drama']",3.5,3.62,118,"['Denmark', 'France', 'Germany', 'Sweden']",Persian (Farsi),"['Persian (Farsi)', 'English']",61456,16287,13978,"['Zar Amir Ebrahimi', 'Mehdi Bajestani', 'Arash Ashtiani', 'Forouzan Jamshidnejad', 'Sina Parvaneh', 'Nima Akbarpour', 'Sara Fazilat', 'Alice Rahimi', 'Ali Nazarian', 'Sima Seyed', 'Firouz Ageli', 'Farhad Faghih Habibi', 'Mesbah Taleb', 'Ariane Naziri', 'Majd Eid', 'Sohaib Qishta', 'Maryam Taleb', 'Salma Alabed']","['Profile Pictures', 'One Two Films', 'Wild Bunch', 'Why Not Productions', 'Film i Väst', 'ZDF/Arte', 'The Imaginarium', 'Rotor Film']",https://letterboxd.com//film/holy-spider/
Sick of Myself,2022,Kristoffer Borgli,"['Comedy', 'Drama']",3.5,3.74,97,"['France', 'Norway', 'Sweden']",Norwegian,['Norwegian'],70815,14590,18102,"['Kristine Kujath Thorp', 'Eirik Sæther', 'Fanny Vaager', 'Fredrik Stenberg Ditlev-Simonsen', 'Sarah Francesca Brænne', 'Steinar Klouman Hallert', 'Ingrid Vollan', 'Andrea Bræin Hovig', 'Henrik Mestad', 'Anders Danielsen Lie', 'Frida Natland', 'Guri Hagen Glans', 'Matilda Höög', 'Seda Witt', 'Elisabeth Bech Aschehoug', 'Terje Strømdahl', 'Anne Kokkinn', 'Christian Torp', 'Erlend Mørch', 'Kristoffer Borgli', 'Babatunde Adam Oluwalana', 'Knut Fougner', 'Mohammad Afzal', 'Jonas Bakke', 'Magnus Aasheim', 'Bengt-Åke Gustafsson', 'Alexander Berg', 'Bente Vikman', 'Marit Heger', 'Sophia Leeber', 'Håkon Ramstad', 'Robert Skjærstad', 'Birgit Nordby', 'Bjørnar Bruun', 'Lene Finnestad']","['Oslo Pictures', 'Eurimages', 'Garagefilm International', 'Film i Väst', 'Memento Films International', 'Tandem']",https://letterboxd.com//film/sick-of-myself/
R.M.N.,2022,Cristian Mungiu,['Drama'],4,3.71,125,"['Belgium', 'France', 'Romania', 'Sweden']",Romanian,"['Romanian', 'Hungarian', 'French', 'English', 'Sinhalese, Sinhala', 'German']",12636,5876,3008,"['Marin Grigore', 'Judith State', 'Macrina Bârlădeanu', 'Orsolya Moldovan', 'András Hatházi', 'Rácz Endre', 'József Bíró', 'Ovidiu Crișan', 'Zoltán Deák', 'Cerasela Iosifescu', 'Andrei Finti', 'Miklos Bacs', 'Alin Panc', 'Victor Benderra', 'Amitha Jayasinghe', 'Gihan Edirisinghe', 'Nuwan Karunarathna', 'Kovacs Levente Jr.', 'Némedi-Varga Csilla', 'Orban Attila', 'Boros-Piroska Klara', 'Lucian Ifrim', 'Mark Edward Blenyesi', 'Fekete Beata', 'Szucs Tamas', 'Nagy Csilla', 'Szabo Andras-Botond', 'Axel Moustache', 'Rares Hontzu', 'Stefan Statnic', 'Carla Todoran', 'Maria Dragus', 'Ecaterina Ladin', 'Gheorghe Ifrim']","['Mobra Films', 'Why Not Productions', 'France 3 Cinéma', 'Les Films du Fleuve', 'Filmgate Films', 'Film iVäst']",https://letterboxd.com//film/rmn/
Aftersun,2022,Charlotte Wells,['Drama'],3,4.24,102,"['Turkey', 'UK', 'USA']",English,"['English', 'Turkish']",675127,189785,297473,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Brooklyn Toulson', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']","['PASTEL', 'BBC Film', 'Tango Entertainment', 'Unified Theory', 'Screen Scotland', 'BFI', 'AZ Celtic Films']",https://letterboxd.com//film/aftersun/
Triangle of Sadness,2022,Ruben Östlund,"['Drama', 'Comedy']",4.5,3.7,147,"['Denmark', 'France', 'Germany', 'Greece', 'Mexico', 'Sweden', 'Switzerland', 'Turkey', 'UK', 'USA']",English,"['English', 'Akan', 'German', 'French', 'Greek (modern)', 'Swedish', 'Tagalog']",594602,123432,164724,"['Harris Dickinson', 'Charlbi Dean', 'Woody Harrelson', 'Zlatko Burić', 'Vicki Berlin', 'Dolly de Leon', 'Henrik Dorsin', 'Iris Berben', 'Jean-Christophe Folly', 'Amanda Walker', 'Oliver Ford Davies', 'Sunnyi Melles', 'Thobias Thorwid', 'Jiannis Moustos', 'Timoleon Gketsos', 'Alicia Eriksson', 'Carolina Gynning', 'Ralph Schicha', 'Arvin Kananian', 'Mia Benson', 'Stefan Gödicke', 'Nana Manu', 'Fredrik Quinones', 'Filip Roséen', 'Chidiegwu Chidi', 'Charlie Westerberg', 'Erik Andersson', 'Hamlet Talje Willoughby', 'Victor Köhler', 'Daniel Estehghari', 'Alfons Miari', 'Isak Barrow', 'Alexander Virenhem', 'Malte Gårdinger', 'Alfred Lindström', 'Augustine Kajue', 'William-Patrik Molvén', 'Florand Kaufeldt', 'Theodor Öhrn', 'Jin Zou', 'David Alexanderson', 'Olof Källström', 'Julian Redaelli', 'Egil Ahlenius', 'Carl Jood', 'Chand Smith', 'Malick Afocozi', 'Ludvig Fast', 'Victor Norlander', 'Anton Isaksson', 'Brian Kamara', 'Eric Svirins', 'Hugo Palm', 'Simon Bredenberg', 'Noa Del Castillo Hallberg', 'Ann-Sofi Back', 'Robert Rydberg', 'Robert Nordberg', 'Charlotte Brattin', 'Mira Uszkureit', 'Alex Schulman', 'Amanda Schulman', 'Emma Warg', 'Camilla Läckberg', 'Christina Saliba', 'Karin Myrenberg', 'Linnea Olsson', 'Asta Stensson', 'Elsa Sjökvist', 'Johanna Ovelius', 'Shaniaz Hama Ali', 'Catrin Nilsson', 'Jacob Papinniemi', 'Mimmi Brundin', 'Melodie Von Sass', 'Ellen Dixdotter', 'Sofia Lücke', 'Ronja Kruus', 'Chris Westerstrom', 'Hedda Rehnberg', 'Robert Martufi', 'Hanna Oldenburg', 'Arnella Zetterström', 'Sepideh Mazloom', 'Eric Dernsjö', 'Nikolas Drosopoulos', 'Chrysanthi Theodosi', 'Maria Alexiou', 'Marilena Lampropoulou', 'Christos Ntoulas', 'Nikolas Chalkiadakis', 'Grace Milaszewski', 'Melina Marksaitis', 'Theresa Johannesson', 'Leocilyn Capanas', 'Nanette Lipponen', 'Maria Danica Herrera', 'Maria Grace Concepcion', 'Kristin Delfinado', 'Shanilou Del Mundo', 'John Michael Yadao', 'Freedom Ziad Ahmed', 'Robert Jomar', 'Garry Villador Deveratturda', 'Christopher Janiola', 'Mario Rowen Bugtai', 'Mohamed Lachras', 'Taye Nathanail', 'Athanasios Papaioannou', 'Alexandros Sargologos', 'Allen Bandiola', 'Nicolas Refin', 'Lontoc Rolyn', 'John Paul Paugio', 'John Paulo', 'Anne Brocklin Bergman', 'Johnny Bergman', 'Fredrik Wikingsson', 'Henrik Thott', 'Thomas Peteus', 'Magnus Jeansson', 'Stefan Martikainen', 'Britt-Marie Svensson', 'Arash Raoufi', 'Nafiseh Hadizadeh', 'Inga Hahn', 'Lennart Hahn', 'Linda Anborg', 'Karina Baldock Wiking', 'Olof Myhrman', 'Rebecca Fager', 'Hilde Fager', 'Emmylou Saguindel-Holmé', 'Ann-Marie Eriksson', 'Pål Svensson', 'Giorgos Kyriakopoulos', 'Pavlos Laoutaris', 'Eva Koroli', 'Alexia Mpogdanou', 'Giannis Papathymios', 'Achilles Vatrikas', 'Gianna Andritsaki', 'Dauda Coneth', 'Beh Solo Kone', 'Yussif Zakaria', 'Papa Cheik Jade']","['30WEST', 'BBC Film', 'Bord Cadre Films', 'Coproduction Office', 'Film i Väst', 'Heretic', 'Imperative Entertainment', 'Sovereign Films', 'Plattform Produktion', 'SVT', 'BFI', 'Piano', 'ARTE France Cinéma', 'ZDF/Arte', 'Essential Filmproduktion', 'TRT Sinema']",https://letterboxd.com//film/triangle-of-sadness/
Men,2022,Alex Garland,"['Fantasy', 'Horror', 'Thriller']",2.5,2.83,100,"['UK', 'USA']",English,['English'],243446,72184,40392,"['Jessie Buckley', 'Rory Kinnear', 'Paapa Essiedu', 'Gayle Rankin', 'Sarah Twomey', 'Zak Rothera-Oxley', 'Sonoya Mizuno']","['A24', 'DNA Films']",https://letterboxd.com//film/men-2022/
The Life and Movies of Erşan Kuneri,2022,Cem Yılmaz,['Comedy'],2.5,3.07,400,['Turkey'],Turkish,['Turkish'],7754,256,493,"['Cem Yılmaz', 'Zafer Algöz', 'Ezgi Mola', 'Çağlar Çorumlu', 'Nilperi Şahinkaya', 'Uraz Kaygılaroğlu', 'Merve Dizdar', 'Bülent Şakrak', 'Can Yılmaz']",[],https://letterboxd.com//film/the-life-and-movies-of-ersan-kuneri/
Top Gun: Maverick,2022,Joseph Kosinski,"['Action', 'Drama']",4,4.01,131,['USA'],English,['English'],1207653,214496,431687,"['Tom Cruise', 'Miles Teller', 'Jennifer Connelly', 'Jon Hamm', 'Glen Powell', 'Ed Harris', 'Val Kilmer', 'Lewis Pullman', 'Charles Parnell', 'Bashir Salahuddin', 'Monica Barbaro', 'Jay Ellis', 'Danny Ramirez', 'Jack Schumacher', 'Manny Jacinto', 'Kara Wang', 'Greg Tarzan Davis', 'Jake Picking', 'Raymond Lee', 'Jean Louisa Kelly', 'Lyliana Wray', 'Chelsea Harris', 'Darnell Kirkwood', 'Austin Bowerman', 'Stephanie Andrea Barron', 'Alec Williams', 'Rachel Winfree', 'Peter Mark Kendall', 'Ian Gary', 'Bob Stephenson', 'Landon Gordon', 'Margaret Strabala', 'Ryan Heilmann', 'Shantel Limbo', 'James Handy', 'Whylip Lee', 'Tristan Henry', 'Jason Robert Boles', 'Brian Ferguson', 'Chido Nwokocha', 'Chaz Ingram', 'Rachael Markarian', 'Shannon Kane', 'Norman Ralph Eliasen', 'Anthony Edwards', 'Meg Ryan', 'Kelly McGillis']","['Skydance', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",https://letterboxd.com//film/top-gun-maverick/
Doctor Strange in the Multiverse of Madness,2022,Sam Raimi,"['Fantasy', 'Adventure', 'Action']",3.5,2.98,126,['USA'],English,"['English', 'Cantonese', 'Spanish']",1428105,238533,320083,"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor', 'Benedict Wong', 'Xochitl Gomez', 'Jett Klyne', 'Julian Hilliard', 'Sheila Atim', 'Adam Hugill', 'Michael Stuhlbarg', 'Rachel McAdams', 'Hayley Atwell', 'Anson Mount', 'Lashana Lynch', 'John Krasinski', 'Patrick Stewart', 'Charlize Theron', 'Bruce Campbell', 'Ross Marquand', 'Andy Bale', 'Ako Mitchell', 'Momo Yeung', 'Daniel Swain', 'Topo Wresniwiro', 'Eden Nathenson', 'Vinny Moli', 'Charlie Norton', 'Aliyah Camacho', 'Ruth Livier', 'Chess Lopez', 'David K.S. Tse', 'Yasmin Chadwick', 'Anthony Knight', 'Nuakai Aru', 'Victoria Grove', 'Joshua Peace', 'Nina Jalava', 'Joshmaine Joseph', 'Yenifer Molina', 'Kevin Dalton', 'Orphee Sidibe', 'Gregory Fung', 'Cecilia Appiah', 'Victoria Sterling', 'Jordan Alexandra', 'Bobbie Little', 'Gabriella Cooper-Parsons', 'André Layne', 'Michael Waldron', 'Bridget Hoffman', 'Scott Spiegel', 'Jessica Pennington', 'Andrew Morgado', 'Audrey Wasilewski', 'Christian Rummel', 'Richie Palmer', 'Stephen Samson']","['Marvel Studios', 'Kevin Feige Productions']",https://letterboxd.com//film/doctor-strange-in-the-multiverse-of-madness/
Witch Trilogy 15+,2022,Ceylan Özgün Özçelik,['Documentary'],3,3.56,71,['Turkey'],Turkish,['Turkish'],907,183,155,"['Hare Sürel', 'Gülçin Kültür Şahin']",['Filmada'],https://letterboxd.com//film/witch-trilogy-15/
The Northman,2022,Robert Eggers,"['Fantasy', 'Adventure', 'Action']",3,3.81,137,['USA'],English,"['English', 'Icelandic']",638626,143698,204659,"['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang', 'Anya Taylor-Joy', 'Ethan Hawke', 'Gustav Lindh', 'Elliott Rose', 'Willem Dafoe', 'Phill Martin', 'Eldar Skar', 'Olwen Fouéré', 'Edgar Abram', 'Jack Gassmann', 'Ingvar E. Sigurðsson', 'Oscar Novak', 'Jack Walsh', 'Björk', 'Ian Whyte', 'Katie Pattinson', 'Andrea O’Neill', 'Rebecca Ineson', 'Kate Dickie', 'Ísadóra Bjarkardóttir Barney', 'Kevin Horsham', ""Seamus O'Hara"", 'Scott Sinclair', 'Tadhg Murphy', 'James Yates', 'Hafþór Júlíus Björnsson', 'Ian Gerard Whyte', 'Ralph Ineson', 'Murray McArthur', 'Nille Glæsel', 'Jonas Lorentzen', 'Magne Osnes', 'Ineta Sliuzaite', 'Finn Lafferty', 'Jon Campling', 'Helen Roche', 'Faoileann Cunningham', 'Gareth Parker', 'Mark Fitzgerald', 'Gavin Peden', 'Joel Hicks', 'Chris Finlayson', 'Eric Higgins', 'Matt Symonds', 'Luca Evans', 'James Harper-Jones', 'Thomas Harper-Jones', 'Sheila Fitton', 'Lily Bird', 'Sunil Beniwal', 'Michael McGeown', 'Peter Vamos']","['Focus Features', 'Square Peg', 'Perfect World Pictures', 'Regency Enterprises', 'New Regency Pictures']",https://letterboxd.com//film/the-northman/
X,2022,Ti West,"['Thriller', 'Horror', 'Mystery']",2.5,3.43,106,['USA'],English,['English'],924182,194358,281945,"['Mia Goth', 'Jenna Ortega', 'Brittany Snow', 'Kid Cudi', 'Martin Henderson', 'Owen Campbell', 'Stephen Ure', 'James Gaylyn', 'Simon Prast', 'Geoff Dolan', 'Matthew J. Saville', 'Bryony Skillington', 'Karen Gillan']","['A24', 'Little Lamb Productions']",https://letterboxd.com//film/x-2022/
Everything Everywhere All at Once,2022,"Daniel Scheinert, Daniel Kwan","['Science Fiction', 'Action', 'Adventure']",4.5,4.33,140,['USA'],English,"['English', 'Cantonese', 'Chinese']",2242783,426116,1148046,"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Sunita Mani', 'Aaron Lazar', 'Brian Le', 'Andy Le', 'Neravana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Anthony Molinari', 'Dan Brown', 'Anthony N.', 'Cara Marie Chooljian', 'Randall Archer', 'Efka Kvaraciejus', 'Peter Banifaz', 'Audrey Wasilewski', 'Li Jing', 'Dylan Henry Lau', 'Boon Pin Koh', 'Timothy Eulich', 'Daniel Scheinert', 'Michiko Nishiwaki', 'Jane Lui', 'Jason Hamer', 'Timothy Ralston', 'Hiroshi Yada', 'Randy Newman', 'Amanda MacLeod']","['A24', 'IAC Films', 'AGBO', 'Ley Line Entertainment', 'TPC', 'Year of the Rat']",https://letterboxd.com//film/everything-everywhere-all-at-once/
Bergen,2022,"Caner Alper, Mehmet Binay",['Drama'],2.5,3.36,145,['Turkey'],Turkish,['Turkish'],10173,635,928,"['Farah Zeynep Abdullah', 'Tilbe Saran', 'Erdal Beşikçioğlu', 'Nergis Öztürk', 'Ali Seçkiner Alıcı', 'Şebnem Sönmez', 'Ahmet Kayakesen', 'Nurcan Eren', 'Suzan Kardeş', 'Arif Pişkin', 'Cemal Günbas', 'Yakup Turgut', 'Ayhan Kızılsu', 'Zeynep Tülay Sağyaşar', 'Aydan Koptur', 'Vurgun Adalayı', 'Çağdaş Tekin', 'Bahattin Gök']",['CJ Entertainment Turkey'],https://letterboxd.com//film/bergen-2022/
Turning Red,2022,Domee Shi,"['Family', 'Comedy', 'Fantasy', 'Animation']",3,3.56,100,['USA'],English,"['English', 'Cantonese', 'Chinese', 'Korean', 'French']",872534,142557,247509,"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park', 'Maitreyi Ramakrishnan', 'Orion Lee', 'Wai Ching Ho', 'Tristan Allerick Chen', 'James Hong', 'Lori Tan Chinn', 'Mia Tagano', 'Sherry Cola', 'Lillian Lim', 'Jordan Fisher', ""Finneas O'Connell"", 'Topher Ngo', 'Grayson Villanueva', 'Josh Levi', 'Sasha Roiz', 'Addie Chandler', 'Lily Sanfelippo', 'Anne-Marie', 'Evan Agos', 'Trinity Bliss', 'Devin Bright', 'Kimberly Brooks', 'Ian James Corlett', 'Juliet Donenfeld', 'Terri Douglas', 'Ellen Dubin', 'Alison Fernandez', 'Jack Fisher', 'Erin Fitzgerald', 'Poon Fong-Fong', 'Hadley Gannaway', 'David Hayter', 'Karen Huie', 'Sean T. Krishnan', 'Arif S. Kinchen', 'Paul Kwo', 'James Taku Leung', 'Lydia Look', 'David Chen', 'Kim Mai Guest', 'Caleb Jeon', 'Ethan Loh', 'Noel Mason', 'Jason Maybaum', 'Jaiden McLeod', 'Ulka Simone Mohanty', 'Iara Nemirovsky', 'Capri Oliver', 'Benjamin Plessala', 'Tsang Pui-Yee', 'Maddix Robinson', 'Zeno Robinson', 'Vivienne Rutherford', 'Violet Grace Schaffer', 'Mariel Sheets', 'Christian J. Simon', 'Artemis Snow', 'Sydney Thomas', 'Timothy Cheng Chi-Sing', 'Benjamin Valic', 'Shondalia White', 'Cedric L. Williams']","['Walt Disney Pictures', 'Pixar']",https://letterboxd.com//film/turning-red/
The Batman,2022,Matt Reeves,"['Crime', 'Mystery', 'Thriller']",4,3.99,177,['USA'],English,['English'],2297744,350121,992672,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Charlie Carver', 'Max Carver', 'Barry Keoghan', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni', 'Hana Hrzic', 'Joseph Walker', 'Luke Roberts', 'Oscar Novak', 'Stella Stocker', 'Sandra Dickinson', 'Jack Bennett', 'Andre Nightingale', 'Richard James-Neale', 'Lorraine Tai', 'Joseph Balderrama', 'James Eeles', 'Dave Simon', 'Angela Yeoh', 'Leemore Marrett Jr.', 'Ezra Elliott', 'Itoya Osagiede', 'Stewart Alexander', 'Adam Rojko Vega', 'Heider Ali', 'Marcus Onilude', 'Elena Saurel', 'Ed Kear', 'Sid Sagar', 'Amanda Blake', 'Todd Boyce', 'Brandon Bassir', 'Will Austin', 'Chabris Napier-Lawrence', 'Douglas Russell', 'Phil Aizlewood', 'Mark Killeen', 'Philip Shaun McGuinness', 'Lorna Brown', 'Elliot Warren', 'Jay Lycurgo', 'Stefan Race', 'Elijah Baker', 'Craige Middleburg', 'Akie Kotabe', 'Spike Fearn', 'Urielle Klein-Mekongo', 'Bronson Webb', 'Madeleine Gray', 'Ste Johnston', 'Arthur Lee', 'Parry Glasspool', 'Jordan Coulson', 'Hadas Gold', 'Pat Battle', 'Bobby Cuza', 'Dean Meminger', 'Roma Torre', 'Mike Capozzola', 'Amanda Hurwitz', 'Joshua Eldridge-Smith', 'Daniel Rainford', 'Nathalie Armin', 'Jose Palma', 'Kazeem Tosin Amore', 'Rodrig Andrisan', 'Craig Douglas']","['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']",https://letterboxd.com//film/the-batman/
"Love, Deutschmarks and Death",2022,Cem Kaya,['Documentary'],3.5,4.08,98,['Germany'],Turkish,"['Turkish', 'German']",7614,1506,2558,"['İsmet Topçu', 'Ömer Boral', 'Yüksel Ergin', 'İhsan Ergin', 'Metin Türköz', 'Adnan Türköz', 'Yüksel Özkasap', 'Cevdet Yıldırım', 'Cavidan Ünal']","['Filmfaust Filmproduktion', 'Film Five']",https://letterboxd.com//film/love-deutschmarks-and-death/
Rimini,2022,Ulrich Seidl,['Drama'],3.5,3.49,115,"['Austria', 'France', 'Germany']",German,"['German', 'Italian', 'English']",5845,2109,1081,"['Michael Thomas', 'Tessa Göttlicher', 'Hans-Michael Rehberg', 'Inge Maux', 'Claudia Martini', 'Georg Friedrich', 'Natalya Baranova', 'Moumen Abd El Rahman', 'Silvana Sansoni', 'Rosa Schmidl', 'Rudolf Haberleitner', 'Daniele Georg Van', 'Giuseppe Galliano', 'Amela Velatovac', 'Amy Gning', 'Gianpetro Siracusa', 'Dunja Sowinetz', 'Amir Ihad Tharwat Kozman', 'Yanal Aldali Ali', 'Ibrahim Al Samarai', 'Mortada Alshikh']",['Ulrich Seidl Filmproduktion'],https://letterboxd.com//film/rimini-2022/
