Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The Pianist,2002,Roman Polanski,"['Drama', 'War']",4,4.35,150,"['France', 'Germany', 'Poland', 'UK']",English,"['English', 'German', 'Polish', 'Russian']",777170,108231,231538,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michal Zebrowski', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Zbigniew Zamachowski', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwińska', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargiełowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Peter Rappenglück', 'Ronan Vibert', 'Krzysztof Pieczyński', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Cezary Kosiński', 'Paweł Burczyk', 'Nina Franoszek', 'John Keogh', 'Rafał Mohr', 'Andrzej Pieczyński', 'Morgane Polanski', 'Grzegorz Artman', 'Adam Bauman', 'Andrzej Szenajch', 'Zbigniew Dziduch', 'Marian Dziędziel', 'Jerzy Góralczyk', 'Jarosław Kopaczewski', 'Patrick Lanagan', 'Dorota Liliental', 'Norbert Rakowski', 'Piotr Siejka', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Waleryś', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zieliński', 'Paweł Małaszyński', 'Axel Prahl', 'Borys Szyc', 'Rafał Dajbor', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski', 'Pawel Zdun', 'Jacek Wolszczak', 'Malgorzata Trybalska', 'Dawid Szurmiej', 'Izabella Szolc']","['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FFF Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']",https://letterboxd.com//film/the-pianist/
Irreversible,2002,Gaspar Noé,"['Crime', 'Drama', 'Thriller']",4,3.79,98,['France'],French,"['French', 'English', 'Italian', 'Spanish']",230250,55939,56633,"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel', 'Jo Prestia', 'Philippe Nahon', 'Stéphane Drouot', 'Jean-Louis Costes', 'Mick Gondouin', 'Mourad Khima', 'Layde Hellal', 'Dominique Nato', 'Michel Fesche', 'Victoria Jaramillo', 'Jean-Yves Le Quellec', 'Isabelle Giami', 'Fatima Adoum', 'Janice Foulaux', 'Stephane Derderian', 'Gaspar Noé']","['Wild Bunch', 'Eskwad', 'StudioCanal', 'Les Cinémas de la Zone', 'Nord-Ouest Productions', '120 Films', 'Canal+']",https://letterboxd.com//film/irreversible/
Spider-Man,2002,Sam Raimi,"['Action', 'Fantasy']",2.5,3.75,121,['USA'],English,['English'],1920184,203552,483467,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn', 'Jack Betts', 'Stanley Anderson', 'Ron Perkins', 'Michael Papajohn', 'K.K. Dodds', 'Ted Raimi', 'Bruce Campbell', 'Elizabeth Banks', 'John Paxton', 'Tim DeZarn', 'Taylor Gilbert', 'Randy Savage', 'Larry Joshua', 'Timothy Patrick Quill', 'Lisa Danielle', 'Natalie T. Yeo', 'Erica D. Porter', 'Kristen Davidson', 'Jason Padgett', 'Shan Omar Huey', 'Sally Levi', 'Evan Arnold', 'Jill Sayre', 'Jim Ward', 'David Holcomb', 'Octavia Spencer', 'Brad Grunberg', 'Shane Habberstad', 'Deborah Wakeham', 'Rachael Bruce', 'Mackenzie Bryce', 'Julia Barrie', 'Macy Gray', 'Myk Watford', 'Bill Calvert', 'Sylva Kelegian', 'Kristen Marie Holly', 'Ajay Mehta', 'Peter Appel', 'Scott Spiegel', 'Matt Smith', 'Sara Ramirez', 'Lucy Lawless', 'Jayce Bartok', 'Maribel González', 'Amy Bouril', ""Joseph D'Onofrio"", 'Jim Norton', 'Corey Mendell Parker', 'Ashley Edner', 'William Joseph Firth', 'Alex Black', 'Laura Gray', 'Joe Virzi', 'Michael Edward Thomas', 'Jeanie Fox', 'Robert Kerman', 'Stan Lee', 'Una Damon', 'Rick Avery', 'Peter Aylward', 'Jillian Clare', 'Chris Coppola', 'Jesse Heiman', 'Leroy Patterson', 'Benny Urquidez', 'Scott L. Schwartz', 'Jophery C. Brown', 'Brian J. Williams', 'Mark De Alessandro', 'Tia Dionne Hodge', 'Loren Janes', 'Andray Johnson', 'Martin Pfefferkorn', 'Tammi Sutton', 'Lindsay Thompson', 'Sean Valla', 'Pete Macnamara', 'Al Goto', 'Joni Avery', 'Sam Raimi']","['Marvel Enterprises', 'Laura Ziskin Productions', 'Columbia Pictures']",https://letterboxd.com//film/spider-man/
Ice Age,2002,Chris Wedge,"['Comedy', 'Adventure', 'Family', 'Animation']",3.5,3.48,81,['USA'],English,['English'],1119830,50222,152929,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Goran Visnjic', 'Jack Black', 'Cedric the Entertainer', 'Stephen Root', 'Diedrich Bader', 'Alan Tudyk', 'Lorri Bagley', 'Jane Krakowski', 'Peter Ackerman', 'P.J. Benjamin', 'Josh Hamilton', 'Chris Wedge', 'Denny Dillon', 'Mitzi McCall', 'Tara Strong', 'Darin De Paul', 'Dann Fink', 'Patrick Pinney', 'Phil Proctor']","['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']",https://letterboxd.com//film/ice-age/
A Beautiful Mind,2001,Ron Howard,"['Drama', 'Romance']",3,3.81,135,['USA'],English,['English'],565747,62685,111817,"['Russell Crowe', 'Jennifer Connelly', 'Ed Harris', 'Paul Bettany', 'Christopher Plummer', 'Josh Lucas', 'Adam Goldberg', 'Anthony Rapp', 'Judd Hirsch', 'Jason Gray-Stanford', 'Austin Pendleton', 'Vivien Cardone', 'Jillie Simon', 'Victor Steinbach', 'Tanya Clarke', 'Thomas F. Walsh', 'Jesse Doran', 'Kent Cassella', 'Patrick Blindauer', 'John Blaylock', 'Roy Thinnes', 'Anthony Easton', 'Cheryl Howard', 'Josh Pais', 'David B. Allen', 'Michael Esper', 'Erik Van Wyck', 'Rance Howard', 'Jane Jenkins', 'Darius Stone', 'Valentina Cardinalli', 'Teagle F. Bougere', 'Amy Walz', 'Tracey Toomey', 'Jennifer Weedon', 'Yvonne Thomas', 'Holly Pitrago', 'Isadore Rosenfeld', 'Tom McNutt', 'Alex Toma', 'Bryce Dallas Howard']","['Universal Pictures', 'DreamWorks Pictures', 'Imagine Entertainment', 'Brian Grazer Productions']",https://letterboxd.com//film/a-beautiful-mind/
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson,"['Fantasy', 'Adventure', 'Action']",4.5,4.36,179,"['New Zealand', 'USA']",English,['English'],1983049,222870,693841,"['Elijah Wood', 'Ian McKellen', 'Sean Astin', 'Viggo Mortensen', 'Christopher Lee', 'Liv Tyler', 'Sean Bean', 'Ian Holm', 'John Rhys-Davies', 'Orlando Bloom', 'Billy Boyd', 'Dominic Monaghan', 'Hugo Weaving', 'Cate Blanchett', 'Brent McIntyre', 'Sala Baker', 'Alan Howard', 'Andy Serkis', 'Lawrence Makoare', 'Craig Parker', 'Marton Csokas', 'Peter McKenzie', 'Mark Ferguson', 'Harry Sinclair', 'Noel Appleby', 'Megan Edwards', 'Sarah McLeod', 'David Weatherley', 'Ian Mune', 'Michael Elsworth', 'Cameron Rhodes', 'Martyn Sanderson', 'Billy Jackson', 'Katie Jackson', 'Victoria Beynon-Cole', 'Paul Bryson', 'Lance Fabian Kemp', 'Phil Grieve', 'Lee Hartley', 'Jonathan Jordan', 'Semi Kuresa', 'Sam La Hood', 'Jono Manks', 'Ben Price', 'Chris Streeter', 'Clinton Ulyatt', 'Peter Jackson', 'Chris Ryan', 'Bret McKenzie', 'Betty Adams', 'Timothy Bartlett', 'Bob Blackwell', 'David Houma', 'Jo Surgison', 'Liz Merton', 'Zo Hartley', 'Norman Cates', 'Jeff Kingsford-Brown', 'Marta Martí', 'Riley Brophy', 'Phoebe Gittins', 'Taea Hartwell', 'Shane Rangi', 'Jed Brophy', 'Paul Shapcott', 'Alan Lee', 'Larry Rew', 'Gino Acevedo', 'Xander Forterie', 'Richard Maybery', 'Sabine Crossen', 'Gareth Jensen', 'Ben Britton', 'Kester Fordham', 'Jarl Benzon', 'Sam Kelly', 'Matt Appleton', 'Blair Morton', 'Ray Henwood', 'Ralph Johnson', 'Jonathan Harding', 'Jørn Benzon', 'Ben Fransham', 'Tim Kano', 'Sacha Lee', 'Thomas Robins', 'Randall William Cook', 'Rachel Clentworth', 'Lani Jackson', 'Sharon Maxwell', 'David J. Muzzerall', 'Winham Hammond', 'Mana Hira Davis', 'Warren Green', 'Stu Johnson', 'Peter Lyon', 'Peter Daube', 'Samuel E. Shore', 'Rodney Bane', 'Daniel Andrews', 'Siaosi Fonua', 'Ken Stratton', 'Lynden Berrymen', 'Ryan Carey', 'Tack Daniel', 'Shane Dawson', 'Branko Dordevich', 'Greg Lane', 'Tim McLachlan', 'Dean Morganty', 'Greg Morrison', 'Andrew Munro', 'Grant Roa', 'Vincent Roxburgh', 'Mike Stearne', 'Andrew Stehlin', 'Tim Wong']","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",https://letterboxd.com//film/the-lord-of-the-rings-the-fellowship-of-the-ring/
The Confession,2001,Zeki Demirkubuz,['Drama'],4,3.43,90,['Turkey'],Turkish,['Turkish'],5089,828,546,"['Taner Birsel', 'Başak Köklükaya', 'İskender Altın', 'Miraç Eronat', 'Gülgün Kutlu', 'Sinan Adiyaman', 'Apo Demirkubuz', 'Bal Ertürk', 'Serdar Günaydin', 'Cafer Güngör', 'Tülay Koluçolak']",['Mavi Film'],https://letterboxd.com//film/the-confession-2001-1/
"Monsters, Inc.",2001,Pete Docter,"['Comedy', 'Animation', 'Family']",4,4.07,92,['USA'],English,['English'],2033328,154757,517242,"['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Daniel Gerson', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti', 'Jennifer Darling', 'Patti Deutsch', 'Pete Docter', 'Bobby Edner', 'Ashley Edner', 'Katie Scarlett', 'Paul Eiding', 'Bill Farmer', 'Keegan Farrell', 'Pat Fraley', 'Teresa Ganzel', 'Taylor Gifaldi', 'Marc John Jefferies', 'Joe Lala', 'Noah Luke', 'Sherry Lynn', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Laraine Newman', 'Kay Panabaker', 'Bret Parker', 'Phil Proctor', 'Josh Qualtieri', 'Guido Quaroni', 'Jan Rabson', 'Lisa Raggio', 'Joe Ranft', 'Sophia Ranft', 'Katherine Ringgold', 'Bob Scott', 'David Silverman', 'Jim Thornton', 'Lee Unkrich', 'Wallace Shawn']",['Pixar'],https://letterboxd.com//film/monsters-inc/
Shrek,2001,"Andrew Adamson, Vicky Jenson","['Fantasy', 'Family', 'Animation', 'Adventure', 'Comedy']",3.5,4.04,90,['USA'],English,['English'],1983035,130044,507995,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow', 'Vincent Cassel', 'Peter Dennis', 'Clive Pearse', 'Jim Cummings', 'Bobby Block', 'Chris Miller', 'Cody Cameron', 'Kathleen Freeman', 'Michael Galasso', 'Christopher Knights', 'Simon J. Smith', 'Conrad Vernon', 'Jacquie Barnbrook', 'Guillaume Aretos', 'John Bisom', 'Matthew Gonder', 'Calvin Remsberg', 'Jean-Paul Vignon', 'Val Bettin', 'Andrew Adamson', 'Gary A. Hecker']","['DreamWorks Pictures', 'Pacific Data Images', 'DreamWorks Animation']",https://letterboxd.com//film/shrek/
Fate,2001,Zeki Demirkubuz,['Drama'],4,3.62,119,['Turkey'],Turkish,['Turkish'],9724,1607,1737,"['Serdar Orçin', 'Zeynep Tokuş', 'Demir Karahan', 'Engin Günaydın', 'Nejmi Aykar', 'Türkan İnce', 'Feridun Koç', 'Canan Akgül', 'Nazan Kesal', 'Emrah Elçiboğa', 'Erol Babaoğlu', 'Şehsuvar Aktaş', 'Apo Demirkubuz', 'Serdar Akar', 'Sinan Ekşi', 'Gökhan Atılmış']",['Mavi Film'],https://letterboxd.com//film/fate-2001/
Enigma,2001,Michael Apted,"['Drama', 'War', 'Romance', 'Thriller', 'Mystery']",2.5,3.1,119,"['Netherlands', 'UK', 'USA', 'Germany']",English,"['English', 'German']",6324,1227,442,"['Dougray Scott', 'Kate Winslet', 'Saffron Burrows', 'Jeremy Northam', 'Nikolaj Coster-Waldau', 'Tom Hollander', 'Donald Sumpter', 'Matthew Macfadyen', 'Richard Leaf', 'Bohdan Poraj', 'Paul Rattray', 'Tom Fisher', 'Robert Pugh', 'Corin Redgrave', 'Nicholas Rowe', 'Angus MacInnes', 'Michael Troughton', 'Edward Hardwicke', 'Anne-Marie Duff', 'Tim Bentinck', 'Mary MacLeod', 'Rosie Thomson', 'Richard Katz', 'Emma Davies', 'Emma Buckley']","['Senator Film', 'Meespierson Film CV', 'Intermedia', 'Broadway Video', 'Manhattan Pictures International', 'Mulholland Pictures BV', 'Jagged Films']",https://letterboxd.com//film/enigma-2001/
Cast Away,2000,Robert Zemeckis,"['Drama', 'Adventure']",4,3.85,143,"['USA', 'Netherlands']",English,"['English', 'Russian']",706191,55024,143555,"['Tom Hanks', 'Helen Hunt', 'Chris Noth', 'Paul Sanchez', 'Lari White', 'Leonid Citer', 'David Allen Brooks', 'Semion Sudarikov', 'Peter Von Berg', 'Dmitri S. Boudrine', 'Nick Searcy', 'François Duhamel', 'Michael Forest', 'Lauren Birkell', 'Yelena Popovic', 'Viveka Davis', 'Jennifer Choe', 'Nan Martin', 'Anne Bellamy', 'Dennis Letts', 'Wendy Worthington', 'Valerie Wildman', 'John Duerler', 'Steve Monroe', 'Lisa Long', 'Elden Henson', 'Timothy Stack', 'Alice Vaughn', 'Joe Conley', 'Garret Davis', 'Jay Acovone', 'Christopher Kriesa', 'Derick Alexander', 'Vsevolod Boldin', 'Jenifer Lewis', 'Vince Martin', 'Valentina Ananina', 'Geoffrey Blake']","['20th Century Fox', 'DreamWorks Pictures', 'ImageMovers', 'Playtone']",https://letterboxd.com//film/cast-away/
Memento,2000,Christopher Nolan,"['Mystery', 'Thriller']",3,4.17,113,['USA'],English,['English'],1269622,212231,412652,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Russ Fega', 'Jorja Fox', 'Stephen Tobolowsky', 'Harriet Sansom Harris', 'Thomas Lennon', 'Callum Keith Rennie', 'Kimberly Campbell', 'Marianne Muellerleile', 'Larry Holden']","['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']",https://letterboxd.com//film/memento/
Requiem for a Dream,2000,Darren Aronofsky,"['Drama', 'Crime']",4,4.1,102,['USA'],English,['English'],1008418,155634,310911,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald', 'Sean Gullette', 'Mark Margolis', 'Aliya Campbell', 'Louise Lasser', 'Marcia Jean Kurtz', 'Janet Sarno', 'Suzanne Shepherd', 'Joanne Gordon', 'Charlotte Aronofsky', 'Peter Maloney', 'Ben Shenkman', 'Ajay Naidu', 'Keith David', 'Michael Kaycheck', ""Jack O'Connell"", 'Chas Mastin', 'Samia Shoaib', 'Abraham Abraham', ""Te'ron A. O'Neal"", 'Denise Dowse', 'Bryan Chattoo', 'Eddie De Harp', 'Scott Franklin', 'Peter Cheyenne', 'Brian Costello', 'Abraham Aronofsky', 'James Chinlund', 'Olga Merediz', 'Allison Furman', 'Robert Dylan Cohen', 'Dylan Baker', ""Shaun O'Hagan"", 'Leland Gantt', 'Bill Buell', 'Jimmie Ray Weeks', 'Gregg Bello', 'Henry Stram', 'Heather Litteer', 'Jenny Decker', 'Ami Goodheart', 'Nina Zavarin', 'Stanley B. Herman', 'Scott Bader', 'Jim Centofanti', 'Scott Chait', 'Daniel Clarin', 'Ben Cohen', 'Eric Cohen', 'Brett Feinstein', 'Ricky Fier', 'John Getz', 'Andrew Kessler', 'Ross Lombardo', 'Carter Mansbach', 'Scott Miller', 'Todd Miller', 'Joshua Pollack', 'Craig Rallo', 'Geordan Reisner', 'Keith Scandore', 'David Seltzer', 'Chris Varvaro', 'Ricardo Viñas', 'Chad Weiner', 'Jesse Weissberger', 'Greg Weissman', 'Hubert Selby Jr.', 'Lianna Pai', 'Darren Aronofsky']","['Artisan Entertainment', 'Thousand Words', 'Protozoa Pictures']",https://letterboxd.com//film/requiem-for-a-dream/
Gladiator,2000,Ridley Scott,"['Action', 'Adventure', 'Drama']",4,4.08,155,"['UK', 'USA']",English,['English'],1022197,129993,264519,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris', 'Derek Jacobi', 'Djimon Hounsou', 'David Schofield', 'John Shrapnel', 'Tomas Arana', 'Ralf Moeller', 'Spencer Treat Clark', 'David Hemmings', 'Tommy Flanagan', 'Sven-Ole Thorsen', 'Omid Djalili', 'Nicholas McGaughey', 'Chris Kell', 'Tony Curran', 'Mark Lewis', 'John Quinn', 'Alun Raglan', 'David Bailie', 'Chick Allan', 'David J. Nicholls', 'Al Hunter Ashton', 'Billy Dowd', 'Ray Calleja', 'Giannina Facio', 'Giorgio Cantarini', 'Allan Corduner', 'Michael Mellinger', 'Said Amel', 'Adam Levy', 'Gilly Gilchrist', 'Paul Bateman', 'Nick Beardshaw', 'Corey Booth', 'Michael Dickins', 'Malcolm Ellul', 'Simon Faulkner', 'James Fiddy', 'Peter Francis-Wemyss', 'Ruth Frendo', 'Cara Higgins', 'Earl Hundt', 'Mehdi Kashani', 'Tom Kay', 'Phil Lowes', 'Nic Main', 'Ray Mangion', 'Antonio Meitin', 'João Costa Menezes', 'Mike Mitchell', 'Arnold Montey', 'Antone Pagán', 'Norman Campbell Rees', 'Neil Roche', 'Paul Sacks', 'Steve Saunders', 'Christopher Say', 'Brian Smyj', 'Richard Stride', 'Tony Tomlinson', 'Paul Woodadge', 'Michael Yale']","['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']",https://letterboxd.com//film/gladiator-2000/
American Psycho,2000,Mary Harron,"['Crime', 'Thriller', 'Horror', 'Drama']",4,3.88,102,"['Canada', 'USA']",English,"['English', 'Spanish', 'Cantonese']",2172591,240260,783308,"['Christian Bale', 'Willem Dafoe', 'Jared Leto', 'Josh Lucas', 'Samantha Mathis', 'Matt Ross', 'Bill Sage', 'Chloë Sevigny', 'Cara Seymour', 'Justin Theroux', 'Guinevere Turner', 'Reese Witherspoon', 'Krista Sutton', 'Reg E. Cathey', 'Anthony Lemke', 'Stephen Bogaert', 'Monika Meier', 'Blair Williams', 'Marie Dame', 'Kelley Harron', 'Patricia Gage', 'Landy Cannon', 'Park Bench', 'Catherine Black', 'Margaret Ma', 'Peter Tufford Kennedy', 'Mark Pawson', 'Jessica Lau', 'Lilette Wiens', 'Glen Marc Silot', 'Charlotte Hunter', 'Kiki Buttignol', 'Joyce R. Korbin', 'Reuben Thompson', 'Bryan Renfro', 'Ross Gibby', 'Christina McKay', 'Alan McCullough', 'Connie Chen', 'Brett Alexander Davidson', 'Peter Loung', 'Joseph Oliveira', 'Leanne Poirier Greenfield', 'Somaya Reece', 'Kate Steen', 'Dan Rush', 'Alex Trebek', 'Chris Stone']","['Muse Productions', 'Pressman Film', 'Am Psycho Productions', 'Lions Gate Films', 'P.P.S. Films', 'Quadra Entertainment', 'Lionsgate']",https://letterboxd.com//film/american-psycho/
Clouds of May,1999,Nuri Bilge Ceylan,"['Drama', 'Comedy']",3.5,3.74,130,['Turkey'],Turkish,['Turkish'],8792,2150,1593,"['Emin Ceylan', 'Muzaffer Özdemir', 'Fatma Ceylan', 'Mehmet Emin Toprak', 'Muhammad Zimbaoglu']",['NBC Ajans'],https://letterboxd.com//film/clouds-of-may/
"Girl, Interrupted",1999,James Mangold,['Drama'],3.5,3.87,127,"['Germany', 'USA']",English,['English'],688257,100908,239751,"['Winona Ryder', 'Angelina Jolie', 'Brittany Murphy', 'Clea DuVall', 'Elisabeth Moss', 'Whoopi Goldberg', 'Vanessa Redgrave', 'Jared Leto', 'Jeffrey Tambor', 'Travis Fine', 'Angela Bettis', 'Jillian Armenante', 'Drucie McDaniel', 'Christina Myers', 'Mary Kay Place', 'KaDee Strickland', 'Misha Collins', 'Kurtwood Smith', 'David Scott Taylor', 'Joanna Kerns', 'Janet Greer', 'Anne Lewis', 'Katie Rimmer', 'Bruce Altman', 'Ray Baker']","['Red Wagon Entertainment', '3 Arts Entertainment', 'Global Medien KG', 'Columbia Pictures']",https://letterboxd.com//film/girl-interrupted/
The Green Mile,1999,Frank Darabont,"['Drama', 'Crime', 'Fantasy']",4.5,4.2,189,['USA'],English,"['English', 'French']",816377,92740,222856,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt', 'Michael Jeter', 'Doug Hutchison', 'Sam Rockwell', 'James Cromwell', 'Barry Pepper', 'Graham Greene', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco', 'Paula Malcomson', 'Christopher Joel Ives', 'Evanne Drucker', 'Bailey Drucker', 'Brian Libby', 'Brent Briscoe', 'Bill McKinney', 'Gary Sinise', 'Rachel Singer', 'Scotty Leavenworth', 'Bill Gratton', 'Dee Croxton', 'Rebecca Klingler', 'Gary Imhoff', 'Van Epperson', 'David E. Browning', 'Tommy Barnes', 'Wes Hall', 'Phil Hawn', 'Judy Herrera', 'Ted Hollis', 'Gower Mills', 'Garth Shaw', 'Jared Stovall', 'Todd Thompson']","['Warner Bros. Pictures', 'Universal Pictures', 'PolyGram Filmed Entertainment', 'Castle Rock Entertainment', 'Darkwoods Productions']",https://letterboxd.com//film/the-green-mile/
Toy Story 2,1999,John Lasseter,"['Family', 'Animation', 'Comedy']",3.5,3.93,92,['USA'],English,['English'],1593089,134309,325189,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'Wayne Knight', 'John Morris', 'Laurie Metcalf', 'Estelle Harris', 'R. Lee Ermey', 'Jodi Benson', 'Jonathan Harris', 'Joe Ranft', 'Andrew Stanton', 'Jeff Pidgeon', 'Jack Angel', 'Bob Bergen', 'Mary Kay Bergman', 'Sheryl Bernstein', 'Rodger Bumpass', 'Corey Burton', 'Rachel Davey', 'Debi Derryberry', 'Jessica Evans', 'Bill Farmer', 'Pat Fraley', 'Jess Harnell', 'John Lasseter', 'Nicolette Little', 'Sherry Lynn', 'Mickie McGowan', 'Phil Proctor', 'Jan Rabson', 'Carly Schroeder', 'Madylin Sweeten', 'Hannah Unkrich', 'Lee Unkrich', 'Andi Peters', 'Dave Foley', 'Frank Welker']",['Pixar'],https://letterboxd.com//film/toy-story-2/
The Third Page,1999,Zeki Demirkubuz,['Drama'],3.5,3.51,92,['Turkey'],Turkish,['Turkish'],5237,902,725,"['Ruhi Sarı', 'Başak Köklükaya', 'Cengiz Sezici', 'Erdoğan Seren', 'Naci Taşdöğen', 'Bülent Düzgünoğlu', 'Serdar Orçin', 'Feridun Koç', 'Emrah Elçiboğa', 'Şemistan Kaya', 'Okan Selvi', 'Mustafa Turan', 'Tulga Serim', 'Erol Babaoğlu', 'Ayten Soykök', 'Ümit Çırak', 'Zeki Demirkubuz', 'Hakan Bilgin', 'Barış Hayta', 'Rıza Sönmez', 'Ali Güney', 'Fuat Onan', 'Tuba Erdem']",['Mavi Film'],https://letterboxd.com//film/the-third-page/
Fight Club,1999,David Fincher,['Drama'],3.5,4.27,139,"['Germany', 'USA']",English,['English'],2976276,352049,1337526,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'George Maguire', 'Eugenie Bondurant', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Rachel Singer', 'Christie Cronenweth', 'Tim DeZarn', 'Ezra Buzzington', 'Dierdre Downing-Jackson', 'Bob Stephenson', 'Charlie Dell', 'Rob Lanza', 'David Lee Smith', 'Joel Bissonnette', 'Evan Mirand', 'Robby Robinson', 'Lou Beatty Jr.', 'Thom Gossom Jr.', 'Valerie Bickford', 'Peter Iacangelo', 'Carl Ciarfalio', 'Stuart Blumberg', 'Todd Peirce', 'Mark Fite', 'Matt Winston', 'Joon Kim', 'Bennie Moore', 'Lauren Sánchez', 'Pat McNamara', 'Tyrone R. Livingston', 'Owen Masterson', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Anderson Bourell', 'Scotch Ellis Loring', 'Michael Shamus Wiles', 'Andi Carnick', 'Edward Kowalczyk', 'Leonard Termo', 'Van Quattro', 'Markus Redmond', 'Michael Girardin', 'Michael Arturo', 'Greg Bronson', 'Matt Cinquanta', 'Paul Dillon', 'Eddie Hargitay', 'Phil Hawn', 'Bruce Holman', 'Jawara', 'Baron Jay', 'Jim Jenkins', 'Kevin Scott Mack', 'Trey Ore', 'Louis Ortiz', 'Hugh Peddy', 'J.T. Pontino', 'Chad Randau', 'Marcio Rosario', 'Gregory Silva', 'Brian Tochi', 'Michael Zagst', 'Marc Cinquanta', 'Summer Moore', 'Niall Binnion']","['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']",https://letterboxd.com//film/fight-club/
