Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Close,2022,Lukas Dhont,['Drama'],4,4.08,104,"['Belgium', 'France', 'Netherlands']",French,"['French', 'Dutch']",179308,51496,70255,"['Eden Dambrine', 'Gustav De Waele', 'Émilie Dequenne', 'Léa Drucker', 'Igor van Dessel', 'Kevin Janssens', 'Marc Weiss', 'Léon Bataille', 'Serine Ayari', 'Robin Keyaert', 'Herman van Slambrouck', 'Iven Deduytschaver', 'Jeffrey Vanhaeren', 'Hélène Theunissen', 'Baptiste Bataille', 'Pieter Piron', 'Freya De Corte', 'Cachou Kirsch', 'Ahlaam Teghadouini', 'Hervé Guerrisi']","['Agat Films & Cie / Ex Nihilo', 'Diaphana Films', 'Topkapi Films', 'Versus Production', 'Menuet', 'Eurimages', 'Les Films Velvet', 'VTM', 'RTBF', 'Vlaams Audiovisueel Fonds', 'Nederlands Fonds voor de Film', 'Canal+', 'Ciné+', 'Sacem', ""Centre du Cinéma et de l'Audiovisuel de la FWB"", 'La Culture avec la Copie Privée', 'Casa Kafka Pictures', 'Screen Flanders', 'Lumière']",https://letterboxd.com//film/close-2022/
Crimes of the Future,2022,David Cronenberg,"['Horror', 'Science Fiction']",4,3.29,107,"['Canada', 'France', 'Greece', 'UK']",English,['English'],198268,65766,48514,"['Viggo Mortensen', 'Léa Seydoux', 'Scott Speedman', 'Kristen Stewart', 'Welket Bungué', 'Don McKellar', 'Tanaya Beatty', 'Nadia Litz', 'Lihi Kornowski', 'Denise Capezza', 'Efi Kantza', 'Jason Bitter', 'Tassos Karahalios', 'Sozos Sotiris', 'Penelope Tsilika', 'Mihalis Valasoglou', 'Yorgos Pirpassopoulos', 'Sotiris Siozos']","['Serendipity Point Films', 'Argonauts Productions', 'Ingenious Media', 'Téléfilm Canada', 'Bell Media Studios', 'CBC Films', 'Ontario Creates', 'RocketScience', 'Crave', 'Davis Films']",https://letterboxd.com//film/crimes-of-the-future-2022/
Decision to Leave,2022,Park Chan-wook,"['Mystery', 'Romance', 'Thriller']",4,3.97,138,['South Korea'],Korean,"['Korean', 'English', 'Chinese']",286093,94371,93191,"['Tang Wei', 'Park Hae-il', 'Lee Jung-hyun', 'Go Kyung-pyo', 'Park Yong-woo', 'Kim Shin-young', 'Yoo Seung-mok', 'Jung Yi-seo', 'Jung Young-sook', 'Lee Hak-ju', 'Park Jeong-min', 'Jeong Ha-dam', 'Seo Hyun-woo', 'Teo Yoo', 'Jeong So-ri', 'Shin An-jin', 'Kim Do-yeon', 'Go Min-si', 'Cha Seo-won', 'Joo In-young', 'Choi Sun-ja', 'Ahn Jin-sang', 'Jin Yong-uk', 'Choi Dae-hoon', 'Kim Mi-hwa', 'Kwak Eun-jin', 'Ahn Seong-bong', 'Lee Yong-nyeo', 'Hwang Jae-won', 'Shon Gwan-ho', 'Jung Hyuk', 'Yoon Sung-won', 'Kim Sung-gon', 'Moon Soon-ju', 'Kim Gwi-rye', 'Han Hyeon-jik', 'Kim Do-dam', 'Han Seo-wool', 'Moon Jung-dae', 'Yoo In-hye', 'Kwon Hyuk', 'Lee Ji-ha', 'Jun Sung-ae', 'Kim Gook-jin', 'Kim Sang-hyun', 'Cha Sang-do', 'Kang Gyeong-su']","['Moho Film', 'CJ Entertainment']",https://letterboxd.com//film/decision-to-leave/
EO,2022,Jerzy Skolimowski,['Drama'],4,3.56,88,"['Italy', 'Poland']",Polish,"['Polish', 'English', 'French', 'Italian', 'Spanish']",77643,30035,20407,"['Sandra Drzymalska', 'Isabelle Huppert', 'Lorenzo Zurzolo', 'Mateusz Kościukiewicz', 'Tomasz Organek', 'Lolita Chammah', 'Agata Sasinowska', 'Anna Rokita', 'Michał Przybysławski', 'Gloria Iradukunda', 'Piotr Szaja', 'Aleksander Janiszewski', 'Delfina Wilkońska', 'Andrzej Szeremeta', 'Wojciech Andrzejuk', 'Mateusz Murański', 'Marcin Drabicki', 'Maciej Stępniak', 'Fernando Junior Gomes da Silva', 'Krzysztof Karczmarz', 'Waldemar Barwiński', 'Saverio Fabbri', 'Katarzyna Russ', 'Kateřina Holánová']","['Skopia Film', 'Alien Films', 'HAKA Films', 'Moderator Inwestycje', 'PISF', 'MiC', 'Regione Lazio']",https://letterboxd.com//film/eo/
Holy Spider,2022,Ali Abbasi,"['Crime', 'Drama', 'Thriller']",nan,3.62,118,"['Denmark', 'France', 'Germany', 'Sweden']",Persian (Farsi),"['Persian (Farsi)', 'English']",61664,16334,14017,"['Zar Amir Ebrahimi', 'Mehdi Bajestani', 'Arash Ashtiani', 'Forouzan Jamshidnejad', 'Sina Parvaneh', 'Nima Akbarpour', 'Sara Fazilat', 'Alice Rahimi', 'Ali Nazarian', 'Sima Seyed', 'Firouz Ageli', 'Farhad Faghih Habibi', 'Mesbah Taleb', 'Ariane Naziri', 'Majd Eid', 'Sohaib Qishta', 'Maryam Taleb', 'Salma Alabed']","['Profile Pictures', 'One Two Films', 'Wild Bunch', 'Why Not Productions', 'Film i Väst', 'ZDF/Arte', 'The Imaginarium', 'Rotor Film']",https://letterboxd.com//film/holy-spider/
Leila's Brothers,2022,Saeed Roustaee,['Drama'],nan,3.43,160,['Iran'],Persian (Farsi),['Persian (Farsi)'],17001,3854,5019,"['Taraneh Alidoosti', 'Saeed Poursamimi', 'Navid Mohammadzadeh', 'Payman Maadi', 'Farhad Aslani', 'Nayereh Farahani', 'Mohammad Ali Mohammadi', 'Mehdi Hosseinina', 'Sahar Khalili', 'Hossein Norouzi']",['Iris Film'],https://letterboxd.com//film/leilas-brothers/
Forever Young,2022,Valeria Bruni Tedeschi,"['Comedy', 'Drama']",nan,3.47,126,"['France', 'Italy']",French,['French'],8842,2658,2168,"['Nadia Tereszkiewicz', 'Sofiane Bennacer', 'Louis Garrel', 'Micha Lescot', 'Clara Bretheau', 'Vassili Schneider', 'Oscar Lesage', 'Liv Henneguier', 'Eva Danino', 'Sarah Henochsberg', 'Noham Edje', 'Baptiste Carrion-Weiss', 'Alexia Chardard', 'Léna Garrel', 'Suzanne Lindon', 'Franck Demules', 'Isabelle Renauld', 'Sandra Nkake', 'Farida Rahouadj', 'Zoé Adjani', 'Iman Perez', 'Bernard Nissile', 'Lolita Chammah']","['ARTE', 'Ad Vitam Production', 'BiBi Film', 'Agat Films & Cie / Ex Nihilo']",https://letterboxd.com//film/forever-young-2022/
R.M.N.,2022,Cristian Mungiu,['Drama'],nan,3.71,125,"['Belgium', 'France', 'Romania', 'Sweden']",Romanian,"['Romanian', 'Hungarian', 'French', 'English', 'Sinhalese, Sinhala', 'German']",12715,5928,3022,"['Marin Grigore', 'Judith State', 'Macrina Bârlădeanu', 'Orsolya Moldovan', 'András Hatházi', 'Rácz Endre', 'József Bíró', 'Ovidiu Crișan', 'Zoltán Deák', 'Cerasela Iosifescu', 'Andrei Finti', 'Miklos Bacs', 'Alin Panc', 'Victor Benderra', 'Amitha Jayasinghe', 'Gihan Edirisinghe', 'Nuwan Karunarathna', 'Kovacs Levente Jr.', 'Némedi-Varga Csilla', 'Orban Attila', 'Boros-Piroska Klara', 'Lucian Ifrim', 'Mark Edward Blenyesi', 'Fekete Beata', 'Szucs Tamas', 'Nagy Csilla', 'Szabo Andras-Botond', 'Axel Moustache', 'Rares Hontzu', 'Stefan Statnic', 'Carla Todoran', 'Maria Dragus', 'Ecaterina Ladin', 'Gheorghe Ifrim']","['Mobra Films', 'Why Not Productions', 'France 3 Cinéma', 'Les Films du Fleuve', 'Filmgate Films', 'Film iVäst']",https://letterboxd.com//film/rmn/
Showing Up,2022,Kelly Reichardt,"['Comedy', 'Drama']",nan,3.56,108,['USA'],English,['English'],33259,17974,10104,"['Michelle Williams', 'Hong Chau', 'Maryann Plunkett', 'John Magaro', 'André 3000', 'Amanda Plummer', 'Matt Malloy', 'Heather Lawless', 'James Le Gros', 'Denzel Rodriguez', 'Eudora Peterson', 'Judd Hirsch', 'Todd-o-Phonic Todd', 'Lauren Lakis', 'Jean-Luc Boucherot', 'Ted Rooney', 'Ben Coonley', 'Chase Hawkins', 'Izabel Mar', 'William Rihel III', 'Bahni Turpin', 'Holly Osborne', 'Ethan Benarroch', 'Hanna Caldwell', 'Kevin-Michael Moore', 'Theo Taplitz', 'Mia Bonilla', 'Sam Kamerman', 'Libby Werbel', 'Nova Kopp', 'Margaret Rodini', 'Orianna Milne', 'Cody Burns', 'Kristina Haddad', 'Kennedy Morris', 'Dvonte Robinson', 'Teal Sherer']","['A24', 'filmscience']",https://letterboxd.com//film/showing-up-2022/
Stars at Noon,2022,Claire Denis,"['Drama', 'Thriller', 'Romance']",nan,3.03,138,['France'],English,"['English', 'Spanish']",17770,10859,3123,"['Margaret Qualley', 'Joe Alwyn', 'Benny Safdie', 'Danny Ramirez', 'Nick Romano', 'Stephan Proaño', 'Robin Durán', 'John C. Reilly', 'Carlos Serrano', 'Monica Bartholomew', 'Carlos Bennett', 'Sebastian Donoso', 'Héctor Moreno', 'Jose Leonel Hernandez', 'Cristian Pulido', 'Luís Franco', 'Steven Garcia', 'Rogelio Chung', 'Dayan Rodriguez', 'Benito Tuñon', 'Moises Caballero', 'Bayardo Peralta', 'Emmanuel Barahona', 'Alexis Quintero', 'Carlos Trujilo', 'Maria Quintero', 'Luis Barrios', 'Gustavo Pérez', 'Miroslava Morales', 'Elvira ‘Ellie’ Rodríguez', 'Mark Headley', 'Alejandro Castoverde']","['Curiosa Films', 'ARTE France Cinéma', 'Ad Vitam Production', 'Canal+', 'ARTE', 'Ciné+']",https://letterboxd.com//film/stars-at-noon/
Tchaikovsky’s Wife,2022,Kirill Serebrennikov,"['Thriller', 'Romance', 'Drama', 'History']",nan,3.4,144,"['France', 'Russian Federation', 'Switzerland']",Russian,"['Russian', 'French', 'Italian']",6410,2620,1162,"['Alena Mikhaylova', 'Odin Lund Biron', 'Nikita Elenev', 'Ekaterina Ermishina', 'Philip Avdeev', 'Miron Fedorov', 'Andrey Burkovskiy', 'Aleksandr Gorchilin', 'Varvara Shmykova', 'Vladimir Mishukov', 'Viktor Horinyak', 'Akilina Sokolova', 'Yuliya Aug', 'Natalya Pavlenkova', 'Gurgen Tsaturyan', 'Sofya Reznik', 'Irina Rudnitskaya', 'Georgiy Kudrenko', 'Olga Dobrina', 'Aleksey Fokin', 'Tatyana Dolmatovskaya', 'Artem Nemov', 'Stanislav Rumyantsev', 'Savva Savelyev', 'Ilya Demutsky', 'Vasily Zorky', 'Dmitriy Andreev', 'Marina Kleshchyova', 'Vladislav Semiletkov', 'Nikita Pirozhkov', 'Evgeny Pisarev', 'Teresa Mavica', 'Mikhail Makarov', 'Vasiliy Popov', 'Nikita Yurtaev', 'Nikita Grigorev', 'Daniil Orlov', 'Mariya Zolotukhina', 'Egor Kuvshinov', 'Natalia Polenova', 'Nikita Lebedev', 'Peter Aidu', 'Eugene Ferre']","['Charades', 'Hype Film', 'Logical Pictures', 'Bord Cadre Films', 'Kinoprime Foundation', 'Logical Content Ventures']",https://letterboxd.com//film/tchaikovskys-wife/
Tori and Lokita,2022,"Luc Dardenne, Jean-Pierre Dardenne",['Drama'],3.5,3.55,88,"['Belgium', 'France']",French,"['French', 'Afrikaans']",8761,3745,1733,"['Pablo Schils', 'Joely Mbundu', 'Alban Ukaj', 'Tijmen Govaerts', 'Charlotte De Bruyne', 'Nadège Ouedraogo', 'Marc Zinga', 'Claire Bodson', 'Baptiste Sornin']","['Les Films du Fleuve', 'Archipel 33>35', 'Savage Film', 'France 2 Cinéma', 'VOO', 'BeTV', 'Proximus', 'RTBF', 'France Télévisions']",https://letterboxd.com//film/tori-and-lokita/
Triangle of Sadness,2022,Ruben Östlund,"['Drama', 'Comedy']",4,3.7,147,"['Denmark', 'France', 'Germany', 'Greece', 'Mexico', 'Sweden', 'Switzerland', 'Turkey', 'UK', 'USA']",English,"['English', 'Akan', 'German', 'French', 'Greek (modern)', 'Swedish', 'Tagalog']",596476,123667,165190,"['Harris Dickinson', 'Charlbi Dean', 'Woody Harrelson', 'Zlatko Burić', 'Vicki Berlin', 'Dolly de Leon', 'Henrik Dorsin', 'Iris Berben', 'Jean-Christophe Folly', 'Amanda Walker', 'Oliver Ford Davies', 'Sunnyi Melles', 'Thobias Thorwid', 'Jiannis Moustos', 'Timoleon Gketsos', 'Alicia Eriksson', 'Carolina Gynning', 'Ralph Schicha', 'Arvin Kananian', 'Mia Benson', 'Stefan Gödicke', 'Nana Manu', 'Fredrik Quinones', 'Filip Roséen', 'Chidiegwu Chidi', 'Charlie Westerberg', 'Erik Andersson', 'Hamlet Talje Willoughby', 'Victor Köhler', 'Daniel Estehghari', 'Alfons Miari', 'Isak Barrow', 'Alexander Virenhem', 'Malte Gårdinger', 'Alfred Lindström', 'Augustine Kajue', 'William-Patrik Molvén', 'Florand Kaufeldt', 'Theodor Öhrn', 'Jin Zou', 'David Alexanderson', 'Olof Källström', 'Julian Redaelli', 'Egil Ahlenius', 'Carl Jood', 'Chand Smith', 'Malick Afocozi', 'Ludvig Fast', 'Victor Norlander', 'Anton Isaksson', 'Brian Kamara', 'Eric Svirins', 'Hugo Palm', 'Simon Bredenberg', 'Noa Del Castillo Hallberg', 'Ann-Sofi Back', 'Robert Rydberg', 'Robert Nordberg', 'Charlotte Brattin', 'Mira Uszkureit', 'Alex Schulman', 'Amanda Schulman', 'Emma Warg', 'Camilla Läckberg', 'Christina Saliba', 'Karin Myrenberg', 'Linnea Olsson', 'Asta Stensson', 'Elsa Sjökvist', 'Johanna Ovelius', 'Shaniaz Hama Ali', 'Catrin Nilsson', 'Jacob Papinniemi', 'Mimmi Brundin', 'Melodie Von Sass', 'Ellen Dixdotter', 'Sofia Lücke', 'Ronja Kruus', 'Chris Westerstrom', 'Hedda Rehnberg', 'Robert Martufi', 'Hanna Oldenburg', 'Arnella Zetterström', 'Sepideh Mazloom', 'Eric Dernsjö', 'Nikolas Drosopoulos', 'Chrysanthi Theodosi', 'Maria Alexiou', 'Marilena Lampropoulou', 'Christos Ntoulas', 'Nikolas Chalkiadakis', 'Grace Milaszewski', 'Melina Marksaitis', 'Theresa Johannesson', 'Leocilyn Capanas', 'Nanette Lipponen', 'Maria Danica Herrera', 'Maria Grace Concepcion', 'Kristin Delfinado', 'Shanilou Del Mundo', 'John Michael Yadao', 'Freedom Ziad Ahmed', 'Robert Jomar', 'Garry Villador Deveratturda', 'Christopher Janiola', 'Mario Rowen Bugtai', 'Mohamed Lachras', 'Taye Nathanail', 'Athanasios Papaioannou', 'Alexandros Sargologos', 'Allen Bandiola', 'Nicolas Refin', 'Lontoc Rolyn', 'John Paul Paugio', 'John Paulo', 'Anne Brocklin Bergman', 'Johnny Bergman', 'Fredrik Wikingsson', 'Henrik Thott', 'Thomas Peteus', 'Magnus Jeansson', 'Stefan Martikainen', 'Britt-Marie Svensson', 'Arash Raoufi', 'Nafiseh Hadizadeh', 'Inga Hahn', 'Lennart Hahn', 'Linda Anborg', 'Karina Baldock Wiking', 'Olof Myhrman', 'Rebecca Fager', 'Hilde Fager', 'Emmylou Saguindel-Holmé', 'Ann-Marie Eriksson', 'Pål Svensson', 'Giorgos Kyriakopoulos', 'Pavlos Laoutaris', 'Eva Koroli', 'Alexia Mpogdanou', 'Giannis Papathymios', 'Achilles Vatrikas', 'Gianna Andritsaki', 'Dauda Coneth', 'Beh Solo Kone', 'Yussif Zakaria', 'Papa Cheik Jade']","['30WEST', 'BBC Film', 'Bord Cadre Films', 'Coproduction Office', 'Film i Väst', 'Heretic', 'Imperative Entertainment', 'Sovereign Films', 'Plattform Produktion', 'SVT', 'BFI', 'Piano', 'ARTE France Cinéma', 'ZDF/Arte', 'Essential Filmproduktion', 'TRT Sinema']",https://letterboxd.com//film/triangle-of-sadness/
Ahed's Knee,2021,Nadav Lapid,['Drama'],3.5,3.34,109,"['France', 'Germany', 'Israel']",Hebrew (modern),['Hebrew (modern)'],5792,3546,950,"['Avshalom Pollak', 'Nur Fibak', 'Yoram Honig', 'Lidor Ederi', 'Yonathan Kugler', 'Amit Shoshani', 'Yehonathan Vilozni', 'Naama Preis', 'Ortal Solomon', 'Mili Eshet', 'Oded Menaster', 'Netta Roth', 'Inbal Katzen', 'Maya Shpak', 'Pnina Bradt-Tsdaka', 'Roni Boksbaum', 'Roni Gammer', 'Michal Berkovitz Sasu', 'Tzufit Lazara', 'Noah Lapid Preis', 'Amir Major', 'Oded Azulay', 'Daniel Lavid', 'Arik Jack', 'Amit Magnezi', 'Itay Elal', 'Itay Dalumi', 'Yeter Schulberg', 'Ligal Segal', 'Danielle Stok', 'Shira Shaharabany', 'Gal Markado', 'Oshrat Paz', 'Noy Mishon', 'Liron Levi', 'Yahel Hayat', 'Amit Elimelech', 'Daniel Leni', 'Orit Shahaf', 'Zak Soulam']","['Les Films du Bal', 'Pie Films', 'ARTE France Cinéma', 'Komplizen Film', 'Les Films Velvet', 'ZDF', 'Decia Films', 'Srab Films', 'CNC', 'Cinereach', 'Israel Film Fund', 'The Israel Film Council', 'Mandarin Production']",https://letterboxd.com//film/aheds-knee/
Annette,2021,Leos Carax,"['Romance', 'Drama']",3.5,3.37,140,"['Belgium', 'France', 'Germany', 'Greece', 'Japan', 'Mexico', 'Switzerland']",French,"['French', 'English']",123264,41710,30315,"['Adam Driver', 'Marion Cotillard', 'Simon Helberg', 'Devyn McDowell', 'Angèle', 'Natalia Lafourcade', 'Sinay Bavurhe', 'Franziska Grohmann', 'Rachel Mulowayi', 'Christiane Tchouhan', 'Iman Europe', 'Lauren Evans', 'Cindy Almouzni', 'Danielle Withers', 'Julia Bullock', 'Claron McFadden', 'Natalie Mendoza', 'Kiko Mizuhara', 'Noémie Schellens', 'Kanji Furutachi', 'Rila Fukushima', 'Laura Jansen', 'Eva van der Gucht', 'Bettina Meske', 'David E. Moore', 'John Paval', 'Lemuel Pitts', 'Colin Lainchbury-Brown', 'Wim Opbrouck', 'Kait Tenison', 'Rebecca Sjowall', 'Geoffrey Carey', 'Alberto Chromatico', 'Okon Ubanga Jones', 'Gabriela Leguizamo', 'Kamary Phillips', 'Aydogan Abay', 'Arvid Assarsson', 'Jeffrey Dowd', 'Rebecca Dyson-Smith', 'Graciela Maria', 'Clément Ducol', 'Richard McCowen', 'Michael Moore', 'Beatrice Reece', 'Eugene Stovall', 'Sarah Tsehaye', 'Fiora Cutler', 'Ron Mael', 'Russell Mael', 'Marina Bohlen', 'Elke Shari Van Den Broeck', 'Arina Yalaletdinova', 'Ella Leyers', 'Philippe Beyls', 'Amos Kaden Chea', 'Apollo Colligan', 'Sonny Dunlap', 'Yossi Guetta', 'James Larson', 'Adrian Tupas', 'Nastya Golubeva Carax', 'Ai Nishina', 'Ayano', 'Alex Casnoff', 'Patrick Kelly', 'Stevie Nistor', 'Eli Pearl', 'Evan Weiss', 'Ryan Parrish', 'Joe Berry', 'Emmi Joutsi', 'Leos Carax', 'Tyler Matteo', 'Kevin van Doorslaer', 'Verona Verbakel', 'Dominique Dauwe']","['Eurospace', 'Detailfilm', 'ARTE France Cinéma', 'CG Cinéma', 'Garidi Films', 'Théo Films', 'Tribus P Films', 'UGC', 'SCOPE Pictures', 'Wrong Men', 'Piano']",https://letterboxd.com//film/annette/
Benedetta,2021,Paul Verhoeven,"['Romance', 'Drama', 'History']",3.5,3.48,131,"['Belgium', 'France', 'Netherlands']",French,"['French', 'Latin']",97814,32620,21476,"['Virginie Efira', 'Charlotte Rampling', 'Daphné Patakia', 'Lambert Wilson', 'Olivier Rabourdin', 'Louise Chevillotte', 'Hervé Pierre', 'Clotilde Courau', 'David Clavel', 'Guilaine Londez', 'Gaëlle Jeantet', 'Justine Bachelet', 'Lauriane Riquet', 'Eléna Plonka', 'Héloïse Bresc', 'Jonathan Couzinié', 'Vinciane Millereau', 'Jérôme Chappatte', 'Ewan Ribard', 'Nicolas Béguinot', 'Satya Dusaugey', 'Nicolas Gaspar', 'Benjamin Penemaria', 'Antoine Lelandais', 'Frédéric Sauzay', 'Sophie Breyer', 'Célia Kaci', 'Alexia Chardard', 'Sébastien Chabane', 'Boris Gillot', 'Léa Lopez', 'Olga Milshtein', 'Pascal Le Corre', 'Raphaël Potier', 'Philippe Saunier', 'Fabrice Cals', ""Quentin D'Hainaut""]","['SBS Productions', 'Topkapi Films', 'Pathé', 'France 2 Cinéma', 'France 3 Cinéma', 'Belga Productions']",https://letterboxd.com//film/benedetta/
Bergman Island,2021,Mia Hansen-Løve,"['Romance', 'Drama']",3.5,3.61,113,"['Belgium', 'France', 'Germany', 'Mexico', 'Sweden']",English,"['English', 'German', 'Swedish']",48543,19627,13027,"['Vicky Krieps', 'Tim Roth', 'Mia Wasikowska', 'Anders Danielsen Lie', 'Hampus Nordenson', 'Anki Larsson', 'Kerstin Brunnberg', 'Melinda Kinnaman', 'Stig Björkman', 'Magnus Almqvist', 'Lily Taïeb', 'Wouter Hendrickx', 'Gabe Klinger', 'Joel Spira', 'Teodor Abreu', 'Clara Strauch', 'Jonas Larsson Grönström', 'Felix Berg', 'Ingmar Bergman Jr.']","['ARTE France Cinéma', 'Dauphin Films', 'Piano', 'RT Features', 'SCOPE Pictures', 'Neue Bioskop Film', 'CG Cinéma', 'Film Capital Stockholm', 'Gotlands Filmfond', 'Plattform Produktion', 'Svenska Filminstitutet', 'SVT', 'Talipot Studio']",https://letterboxd.com//film/bergman-island-2021/
Casablanca Beats,2021,Nabil Ayouch,"['Music', 'Drama']",2.5,3.02,101,"['France', 'Morocco']",Arabic,"['Arabic', 'Amharic', 'Avaric', 'French']",1766,1033,257,"['Ismail Adouab', 'Nouhaila Arif', 'Samah Baricou', 'Abdelilah Basbousi', 'Anas Basbousi', 'Soufiane Belali', 'Zineb Boujemaa', 'Amina Kannan', 'Marwa Kniniche', 'Maha Menan', 'Meryem Nekkach', 'Mehdi Razzouk', 'Sofia Akhmisse', 'Abderrahim Errahmani', 'Marouane Bennani', 'Hasnaa Ben El Fahim']","['Les Films du Nouveau Monde', 'UNITÉ', ""Ali'n Productions""]",https://letterboxd.com//film/casablanca-beats/
Compartment No. 6,2021,Juho Kuosmanen,['Drama'],3.5,3.76,106,"['Estonia', 'Finland', 'Germany', 'Russian Federation']",Finnish,"['Finnish', 'English', 'Russian']",40077,12183,11030,"['Seidi Haarla', 'Yuriy Borisov', 'Dinara Drukarova', 'Yuliya Aug', 'Lidiya Kostina', 'Tomi Alatalo', 'Viktor Chuprov', 'Sergey Agafonov', 'Nadezhda Kulakova', 'Denis Pyanov', 'Polina Aug', 'Natalia Drozd', 'Konstantin Murzenko', 'Konstantin Shavlovsky', 'Stasya Grankovskaya', 'Vyacheslav Grankovsky', 'Mikhail Brashinsky', 'Filipp Komarov', 'Mariya Drukarova', 'Lev Yezhov', 'Nadezhda Ioffe', 'Polina Zaslavskaya', 'Darya Shiryayeva', 'Sergei Makan', 'Aleksandr Simonovskiy', 'Yekaterina Shvetsova', 'German Germanov', 'Galina Petrova', 'Eeli Kuosmanen', 'Jalo Kuosmanen', 'Svetlana Golunova', 'Eva Golunova', 'Timofey Olkov', 'Alyona Agafonova', 'Tikhon Filimonov', 'Aglaya Agafonova', 'Denis Sushko', 'Vasili Zinkevich', 'Yegor Afanasyev', 'Vitali Lisitsin', 'Sergei Menzulov', 'Gulshat Maksyutova', 'Vladimir Nikolayev', 'Galina Sidorova', 'Anatoli Lyutyi', 'Natalya Karcha', 'Vasif Mustafayev', 'Sergei Orekhanov', 'Aleksandr Kolesov', 'Artyom Anuchin', 'Nikita Zykov', 'Sergei Rybakov', 'Stanislav Sergeyev', 'Igor Babanov', 'Sergei Vyazovichenko', 'Igor Yeftifeyev', 'Aleksei Puzyryov', 'Valeriy Nikolaev', 'Maksim Kolesnikov', 'Mikhail Chumichev']","['Aamu Film Company', 'CTB Film Company', 'SR', 'Achtung Panda!', 'Amrion']",https://letterboxd.com//film/compartment-no-6/
The Divide,2021,Catherine Corsini,['Drama'],nan,3.52,98,['France'],French,['French'],5445,2259,1255,"['Marina Foïs', 'Valeria Bruni Tedeschi', 'Pio Marmaï', 'Aissatou Diallo Sagna', ""Jean-Louis Coulloc'h"", 'Camille Sansterre', 'Marin Laurens', 'Caroline Estremo', 'Clément Cholet', 'Ramzi Choukair', 'Norman Lasker', 'Chamaïl Kahaloun', 'Cécile Boncourt', 'Yannik Landrein', 'Djanis Bouzyani', 'Fanny Guidecoq', 'Françoise Remont', 'Louis Cristiani', 'Dalia Naous', 'Thibault Roux', 'Amanda Carvajal Alegria', 'Valérie Navello', 'Robin Cot', 'Anna Rastoin', 'Bruno Barbato', 'Haini Wang', 'Elsa Tournu', 'Julie Popoff']","['Le Pacte', 'CHAZ Productions']",https://letterboxd.com//film/the-divide-2021-1/
Drive My Car,2021,Ryusuke Hamaguchi,['Drama'],4,4.2,179,['Japan'],Japanese,"['Japanese', 'Chinese', 'English', 'German', 'Indonesian', 'Korean', 'Malay', 'Tagalog']",300660,103236,113282,"['Hidetoshi Nishijima', 'Toko Miura', 'Masaki Okada', 'Reika Kirishima', 'Park Yu-rim', 'Jin Dae-yeon', 'Sonia Yuan', 'Ahn Hwi-tae', 'Perry Dizon', 'Satoko Abe', 'Hiroko Matsuda', 'Toshiaki Inomata', 'Takako Yamamura', 'Ryo Iwase', 'Faisal Anwar', 'Kamal Zharif', 'Massimo Biondi', 'Shoichiro Tanigawa']","['Bitters End', 'C&I entertainment', 'Culture Entertainment', 'Agency for Cultural Affairs', 'J-LOD', 'nekojarashi', 'Quaras', 'Bungeishunju', ""L'espace Vision"", 'Nippan Group Holdings', 'The Asahi Shimbun']",https://letterboxd.com//film/drive-my-car/
Everything Went Fine,2021,François Ozon,"['Comedy', 'Drama']",nan,3.4,113,"['Belgium', 'France']",French,"['French', 'English', 'German']",5051,2275,753,"['Sophie Marceau', 'André Dussollier', 'Géraldine Pailhas', 'Charlotte Rampling', 'Éric Caravaca', 'Hanna Schygulla', 'Grégory Gadebois', 'Judith Magre', 'Jacques Nolot', 'Daniel Mesguich', 'Nathalie Richard', 'Annie Mercier', 'Denise Chalem', 'François Pérache', 'Catherine Chevallier', 'Quentin Redt-Zimmer', 'Alexia Chicot', 'Madeleine Nosal Romane']","['FOZ', 'France 2 Cinéma', 'Playtime', 'SCOPE Pictures', 'Mandarin Cinéma', 'Cohen Media Group']",https://letterboxd.com//film/everything-went-fine/
Flag Day,2021,Sean Penn,"['Thriller', 'Crime', 'Drama']",nan,2.6,108,['USA'],English,['English'],3532,1590,334,"['Sean Penn', 'Dylan Penn', 'Hopper Penn', 'Josh Brolin', 'Katheryn Winnick', 'Eddie Marsan', 'Dale Dickey', 'Bailey Noble', 'Norbert Leo Butz', 'Adam Hurtig', 'Regina King', 'Jadyn Rylee', 'Nigel Fisher', 'Ryder Dueck']","['Wonderful Films', 'Clyde Is Hungry Films', 'Olive Hill Media', 'Metro-Goldwyn-Mayer']",https://letterboxd.com//film/flag-day/
